fit,user_id,bust_size,item_id,weight,rating,rented_for,review_text,body_type,review_summary,category,height,size,age,review_date,sent_score,cluster,fit_type,body_type_encoded,fit_type_encoded
small,234385,34c,224876,135.0,10.0,formal affair,"Loved the fabric, it makes the fit very flattering! I usually wear a size 6 or 8, I think these European sizes run small. It is a little heavy so perfect for fall or winter event. 
I was comfortable all night! Great dress to dance in! My husband was happy too!",athletic,This dress is simple and elegant. ,gown,67.0,17,58.0,2016-03-02,2.0,1,small,1,2
fit,981193,34b,2378271,130.0,10.0,everyday,"Obsessed with this romper! Perfect for summer. This runs true to size and there is only some stretch within the waist - I would size up for your backup. There is comfortable room in the bust. Because it is an off the shoulder outfit, a strapless bra should be worn with this. The midsection is fitted but there is a decent amount of room in the hips. This romper is definitely short - it comes to about 10+ inches above the knee. I would pair this with wedges or sandals and fun statement earrings!",hourglass,Stylist Review,romper,64.0,8,23.0,2017-06-22,0.0,2,large,3,1
fit,42169,34a,141688,121.0,10.0,formal affair,The dress was great! It fit perfectly and looked beautiful in low light. A little bright during the day but still great overall. The small train in the back have it the extra glam it needed and I received many compliments all night. The only con I have is that the sequins did rub under my arms. This was my first experience with Rent the Runway and it went off without a hitch... I'll be back for sure!!,petite,I felt fabulous for the night!,gown,61.0,4,33.0,2014-04-30,4.0,2,large,5,1
fit,45337,34b,1310167,130.0,10.0,formal affair,"Can't go wrong with a Badgley Mischka gown! I love the muted tone of this gown and the open back adds an amazing twist to the conservative front. While it was very form fitting throughout, it did fit true to size, although  I recommend going up a size in your back up - especially if you have fuller hips. I chose to not wear a bra with this gown because of the open back, but you could definitely use a seamless adhesive bra or silicone coverups for extra comfort and concealment. The length was perfect on me with 3 inch heels but if you are taller than 5'7 and plan on wearing heels I recommend going with the long length! ",pear,STYLIST REVIEW!,gown,67.0,8,26.0,2015-11-12,0.0,2,large,4,1
large,95493,34b,2546173,130.0,8.0,everyday,The romper was just too baggy to wear. ,athletic,Not a great fit,romper,62.0,1,29.0,2016-07-19,4.0,2,large,1,1
fit,307791,34b,226072,130.0,10.0,party,The 4 fit better in the chest but it was too loose in the waist but the 2 fit perfectly in the waist,hourglass,The dress was perfect for Derby! ,dress,66.0,4,28.0,2015-05-06,3.0,2,large,3,1
large,610625,34d,124553,135.0,10.0,wedding,"Loved the dress.  A little short in the front for me (i'm 5'7""), much too short if I lifted my arms, but I wore it with tights and that was perfect.  As many people mentioned the dress stains easily when wet (even with water).  I found simply using a blow dryer and a towel I could manage to get the water stain to disappear.  Highly recommend especially for a winter event! ",full bust,Lovely wedding guest dress,dress,67.0,8,32.0,2015-12-07,3.0,2,large,2,1
fit,918534,36c,2703625,130.0,10.0,date,"I loved wearing this dress out for a fun girls night out in Napa.  I was super concerned that it would be to short in the torso which normally happens to me and rompers but that wasn't the case with this one!  I am 5'7"" and have a very long torso so keep that in mind if you are on the fence.  It made me feel great and was made out of a wonderful fabric that gave a bit of stretch but not to much.  Can't recommend this piece enough!",hourglass,Great Color,romper,67.0,20,33.0,2016-05-24,3.0,2,large,3,1
fit,975050,34c,136860,160.0,10.0,date,"This dress was extremely comfortable and was so pretty! I would definitely rent/wear this again.
Don't mind the sushi baby I have going on in this picture. ",athletic,Loved this dress!,sheath,70.0,12,30.0,2016-07-14,3.0,1,small,1,2
fit,713352,34a,598696,130.0,10.0,wedding,Loved this dress and got so many compliments. Only complaint was that the neck line was pretty tight when you sat down but would otherwise rent again!,hourglass,beautiful dress for a fall/winter weddding,dress,68.0,12,29.0,2016-12-09,3.0,2,large,3,1
large,385792,36c,595048,123.0,10.0,party,"Big, go down 1 size for perfect fit",athletic,This dress is FABULOUS!!,shift,65.0,4,45.0,2015-05-18,4.0,1,small,1,2
fit,256838,32d,1154504,130.0,6.0,work,"I always get compliments when I wear RTR dresses, but not with this one for some reason....the pockets stuck out; I should've taped them down.  I thought this was a smart, sharp looking dress, but it wasn't my best.",hourglass,"No compliments this time, boo!",dress,66.0,12,46.0,2016-02-12,1.0,1,small,3,2
fit,545005,34b,145417,130.0,8.0,formal affair,Fit TTS.  Very form fitting but surprisingly comfortable.  I was initially underwhelmed with this dress as it seemed more business appropriate rather than formal wear but was able to dress it up with shoes and statement earrings.  I ended up being very pleased with how it turned out.  ,hourglass,Fit,dress,68.0,14,33.0,2017-11-08,1.0,2,large,3,1
large,557419,34b,126335,145.0,6.0,wedding,Dress was more pinkish than the picture.  I wore it as a bridesmaid dress.  I am a b-cup so I had to pin the cleavage area up.  Other than that it was very comfortable. ,athletic,RTR is very easy to rent and send back.There is never a hassle and the customer service is wonderful,dress,64.0,12,40.0,2013-11-25,5.0,2,large,1,1
fit,973284,34b,123793,125.0,10.0,party,The fit was great.  It was snug but by no means uncomfortable.  Both the 2 and 4 fit great but I ended up going with the 2.  It is a thick material which really helps the dress lay very flat and smooth.  I had strangers approach me all night long about the dress!  I do wish I had ordered a long as it was a little bit off the floor.  I am 5'5 and had 2-3 inch heels.  ,hourglass,The amount of complements I received was unparalleled!,gown,65.0,4,26.0,2016-11-06,0.0,2,large,3,1
fit,630128,32d,127865,138.0,10.0,formal affair,"This dress is classy sexy! I wore this for my 50th birthday black tie affair...I felt so glamorous. It fit snug but in all the right places. The construction is such that it held everything in place beautifully including not needing a bra which is a big deal for me. If you are larger in the bust be comfortable showing cleavage! I loved how it kicked when I walked. So for size reference I am 5'4, wore 3 in heels and length was perfect. I weigh 126 and am a 32DDD, the boning kept me in place just fine. The lace allows for some smooth shape wear if needed. It's stretchy so it was very comfortable...although I didn't eat much a few days prior!",hourglass,Classy Sexy!,gown,64.0,8,52.0,2016-01-03,6.0,0,fit,3,0
fit,802403,36c,2017483,135.0,10.0,other,This is a very comfortable and flattering piece for a petite person.  Styling and great quality.  In great shape but it appears I was the first to wear.  The pants were well lined and top had structure.  Down side:  pants wrinkle very easily and it's difficult to get out of without help so take  a friend to the bathroom.,petite,Very flattering on a petite person.,jumpsuit,61.0,20,38.0,2017-09-17,0.0,2,large,5,1
fit,174985,34b,1812370,130.0,10.0,formal affair,Fit really well.,hourglass,The color and cut are timeless - and head turning. Beautiful dress with a unique cut.,gown,67.0,1,30.0,2017-01-13,1.0,2,large,3,1
fit,549068,36c,1674806,130.0,10.0,formal affair,"This dress is just gorgeous! The colors the fi,t everything screams glamour! It is form fitting but comfortable and thick enough to hide my love handles. I usually wear size 12 on evening gowns and the XL was perfect. I have broad shoulders and narrow hips but thanks to the stretch of the material it fit perfectly!!!",hourglass,I felt like a celebrity the dress was gorgeous and I received compliments all night!,sheath,69.0,26,31.0,2016-11-26,4.0,1,small,3,2
fit,657647,36a,1259708,140.0,10.0,party,I wore this to a gala that I attended with my coworkers. It was a fun twist on the LBD. Loved that the fabric was heavy enough to wear it without a bra!,straight & narrow,Fun LBD for a gala event,dress,68.0,8,32.0,2017-09-26,4.0,2,large,6,1
fit,235056,34d,1112658,135.0,8.0,wedding,"This dress fits like a glove, and the fabric is thick enough that it doens't show bumps etc!  I thought it was super flattering and really comfortable. It is a great way stand out in a sea of black dresses. I paired it with Black wedges and a creme pashmina for an outdoor late summer wedding",hourglass,Loved this colorful dress!,dress,64.0,8,31.0,2015-09-18,3.0,1,small,3,2
fit,344280,34b,1944337,142.0,8.0,everyday,"This dress works for everything. I drove a long road trip and still got there looking cute. It is comfortable and you can dress it up or down. It is a little short for people that might be taller than me. 
Love this for everyday.",pear,Looking cute visiting your in-laws always helps.,dress,64.0,12,41.0,2016-08-22,4.0,2,large,4,1
fit,428494,34b,137585,112.0,10.0,wedding,"Amazing dress!! Fit true to size, comfy, & was sexy yet classy!! I got so many compliments all night! Totally recommend this dress...definitely a MUST!! :)",petite,Love RTR my dress arrived early and was perfect!!,sheath,61.0,1,30.0,2014-06-22,6.0,2,large,5,1
fit,979979,34d,166633,120.0,10.0,party,"Body hugging, but surprisingly thick material. It is pretty short, but the neckline evens out the dress so it's not overly revealing.",hourglass,"Fun dress, wore for a graduation party that was being hosted at an outdoor bar.",mini,64.0,8,34.0,2014-06-08,4.0,2,large,3,1
fit,748200,34b,615009,125.0,10.0,formal affair,"The ONLY downside was that the dress was so long and my heels kept getting caught in the lace. I'm 5'9"" and ordered a regular length, yet it was still too long for me. Otherwise, perfect.",straight & narrow,"I loved this dress. The color, the cut, the fit, everything!",maxi,69.0,4,23.0,2017-12-13,3.0,1,small,6,2
fit,870521,34b,1877137,130.0,10.0,wedding,"The top has give to it, but structured.  It was easy to go without bra.  Perfect length (5""6 with 2 inch heels).  There are two layers of non very breathable fabric, so wouldn't recommend for hot weather. Other than that, very comfortable.  I ended up wearing the sleeves up on the shoulder for some more arm coverage, and it looks pretty both ways.  ",pear,Amazing flattering fit and perfect for beach wedding.,maxi,66.0,20,38.0,2017-10-20,8.0,2,large,4,1
fit,827052,34a,858304,135.0,8.0,everyday,"Generally speaking, I love just about everything I put on by Kate Spade. This dress was pretty adorable, but I personally didn't love the pattern; it looks amazing in the stock photo and the mid-section hits her just right, but it wasn't as pronounced when I wore it and I missed that! Overall, still a great dress and it was my fiance's favorite of the three dresses I rented this time around. :) ",pear,Trying new things!,dress,69.0,4,31.0,2016-08-05,0.0,2,large,4,1
fit,550470,32b,313568,116.0,10.0,work,"Loved this dress. It was a heavier fabric than I thought but the quality was excellent. Loved the fit and the feel of the fabric. Good length for work, and the darts made the fit seem like something out of Mad Men. Think Joan and pair it with a big pearl necklace and a padded bra. ",pear,Great work dress that was simple and elegant. ,dress,66.0,1,39.0,2017-04-11,5.0,2,large,4,1
